FIPS,County Name,County State,BuyerFullName,BuyerState,BuyerCity,BuyerAddress,BuyerZIP,BuyerPurchases6MSum
12057,Hillsborough,FL,MONTE ELMA PROPERTIES LLC,Plant City,FL,Barret Ave,33566,2
12057,Hillsborough,FL,BROOKSHIRE HOMES LLC,Tampa,FL,401 S Albany Ave,33606,2
12057,Hillsborough,FL,RENOVATED REAL ESTATE LLC,Tampa,FL,6105 Lanshire Dr,33634,2
12057,Hillsborough,FL,IM IN MUD LLC,Phoenix,AZ,10645 N Tatum Blvd # 200-541,85028,2
12057,Hillsborough,FL,NEWREZ LLC,Fort Lauderdale,FL,Po Box 19519,33318,2
12057,Hillsborough,FL,TAVERAS SERVICES LLC,Tampa,FL,10209 N 23rd St,33612,2
12057,Hillsborough,FL,WONDERING FREEDOM FL LLC,Deland,FL,345 N Clara Ave,32720,2
12057,Hillsborough,FL,DE LEON OMV LLC,Tampa,FL,3607 S West Shore Blvd,33629,2
12057,Hillsborough,FL,LUJO INVESTMENT PROPERTIES LLC,Lutz,FL,18508 Avocet Dr,33558,2
12057,Hillsborough,FL,BLAKEY INVESTMENTS LLC,Seffner,FL,504 Covington Park St,33584,2
12057,Hillsborough,FL,MTM ENTERPRISES OF TAMPA BAY LLC,Tampa,FL,5737 Imperial Ky,33615,2
12057,Hillsborough,FL,BENOIST ENTERPRISES LLC,Odessa,FL,16161 Mcarn Trl,33556,2
12057,Hillsborough,FL,COASTAL POINTE HOMES INC,Tampa,FL,4211 W Waters Ave Ste,33614,2
12057,Hillsborough,FL,VRMTG ASSET TRUST,Greenville,SC,Po Box 10826,29603,2
12057,Hillsborough,FL,BROWN FAMILY TRUST,Tampa,FL,4852 Troydale Rd,33615,2
12057,Hillsborough,FL,ALL IN REMODEL CORP INC,Tampa,FL,14607 Brentwood Pl,33618,2
12057,Hillsborough,FL,KEI GROUP LLC,East Hampton,NY,51 Talmage Ln,11937,2
12057,Hillsborough,FL,GS PROPERTIES FOR SALE LLC,Riverview,FL,11326 Coconut Island Dr,33569,2
12057,Hillsborough,FL,ALPHA RENTAL PROPERTIES FLORIDA LLC,Mandeville,LA,202 Doby Dr,70448,2
12057,Hillsborough,FL,ALL IN REMODEL CORP,Tampa,FL,14607 Brentwood Pl,33618,2
12057,Hillsborough,FL,YIGAL SHAUL AND OFRA SHAUL REVOCABLE LIVING T,San Jose,CA,1568 Edgewood Way,95125,2
12057,Hillsborough,FL,DVTO HOME SOLUTIONS LLC,Lutz,FL,18705 Planners Way,33548,2
12057,Hillsborough,FL,SUNSHINE STRUCTURES INC,West Warwick,RI,255 Quaker Ln Ste 600,2893,2
12057,Hillsborough,FL,ST VINCENT LLC,Tampa,FL,8645 Leighton Dr,33614,2
12057,Hillsborough,FL,FILLAROZZA LLC,Tampa,FL,3601 E Hanna Ave,33610,2
12057,Hillsborough,FL,MARTINEZ ASSETS LLC,Tampa,FL,1465 W Busch Blvd,33612,2
12057,Hillsborough,FL,LOTS 11 & 12 EAST BAY LLC,Maitland,FL,500 N Maitland Ave Ste 305,32751,2
12057,Hillsborough,FL,BORA KHUTH LLC,Naples,FL,1103 Wisteria Ln,34105,2
12057,Hillsborough,FL,HAMELIA HOMES LLC,Tampa,FL,894 Cosmic Loop Apt 101,33613,2
12057,Hillsborough,FL,FABIAN RANGEL INC,Tampa,FL,1515 E 21st Ave,33605,2
12057,Hillsborough,FL,Q-OFFERS A LLC,Chicago,IL,135 S La Salle St Ste 2000,60603,2
12057,Hillsborough,FL,KJOCE LLC,Tampa,FL,7128 Yardley Way,33647,2
12057,Hillsborough,FL,TERRAFUSION INVESTMENTS INC,Tampa,FL,14508 Anchoret Rd,33618,2
12057,Hillsborough,FL,DXB PROPERTIES LLC,Wesley Chapel,FL,1936 Bruce B Downs Blvd,33544,2
12057,Hillsborough,FL,COCKROACH BAY ROAD LLC,Sarasota,FL,1858 Ringling Blvd Ste 200,34236,2
12057,Hillsborough,FL,VFJ & ASSOCIATES INC,Tampa,FL,15611 Howell Park Ln,33625,2
12057,Hillsborough,FL,CHUCHYS CAFE LLC,Tampa,FL,5410 16th Ave S,33619,2
12057,Hillsborough,FL,BCL HOMES LLC,Lakeland,FL,5120 N Socrum Loop Rd,33809,2
12057,Hillsborough,FL,FENIX DEVELOPMENT CORP,Tampa,FL,9024 Hogans Bnd,33647,2
12057,Hillsborough,FL,CP RENOVATIONS LLC,Tampa,FL,15524 Granby Pl,33624,2
12057,Hillsborough,FL,MAMBOS INVESTMENTS LLC,Oceanside,CA,349 Vista Marazul,92057,2
12057,Hillsborough,FL,WRIGHT PROPERTY BROKERS LLC,Tampa,FL,1702 N 50th St Ste C,33619,2
12057,Hillsborough,FL,JMBA GROUP LLP,Tampa,FL,3310 W Cypress St Ste 206,33607,2
12057,Hillsborough,FL,WILDCAT PROPERTY MANAGEMENT COMPANY LLC,Riverview,FL,10446 Flagstaff Falls Ave,33578,2
12057,Hillsborough,FL,GOLDEN PIG REALTY LLC,Tampa,FL,912 E Fletcher Ave Ste A,33612,2
12057,Hillsborough,FL,INTERNATIONAL INDEPENDENT SHOWMENS FOUNDATION,Riverview,FL,6915 Riverview Dr,33578,2
12057,Hillsborough,FL,PEREZ CABRERA CONSTRUCTION LLC,Tampa,FL,4737 Southbreeze Dr,33624,2
12057,Hillsborough,FL,A2 DEVELOPMENTS LLC,Tampa,FL,1600 E 8th Ave Ste A200,33605,2
12057,Hillsborough,FL,STONE OASIS LLC,Brandon,FL,110 Holly Tree Ln,33511,2
12057,Hillsborough,FL,PETTIE RD LLC,Tampa,FL,502 N Armenia Ave,33609,2
12057,Hillsborough,FL,MICLIANA AND MAURO INVESTMENT PROPERTY LLC,Tampa,FL,4210 Summerdale Dr,33624,2
12057,Hillsborough,FL,JHM VENTURES LLC,Zephyrhills,FL,39101 3rd Ave,33542,2
12057,Hillsborough,FL,SUNBELT RENTALS INC,Maitland,FL,500 N Maitland Ave Ste 305,32751,2
12057,Hillsborough,FL,ZAVALETA DEVELOPERS LLC,Dover,FL,13126 Done Groven Dr,33527,2
12057,Hillsborough,FL,SUNSHINE COMMUNITY HOUSING DEVELOPMENT ORGANI,Tampa,FL,509 E Jackson St,33602,2
12057,Hillsborough,FL,ISSA GROUP INVESTMENTS LLC,Brandon,FL,503 Wedgefield Pl,33510,2
12057,Hillsborough,FL,JM PROPERTY HOLDINGS LLC,Tampa,FL,2304 W Cleveland St,33609,2
12057,Hillsborough,FL,D MATHEW REALTY LLC,Brandon,FL,101 Holly Tree Ln,33511,2
12057,Hillsborough,FL,VALSERV LLC,Fredericksburg,TX,409 S Milam St,78624,2
12057,Hillsborough,FL,882 LAMBERTON LLC,Lakewood,NJ,1167 Coughlin St,8701,2
12057,Hillsborough,FL,LUNAS REALTY LLC,Brandon,FL,1606 Bondurant Way,33511,2
12057,Hillsborough,FL,R & B ALL SOLUTIONS LLC,Tampa,FL,400 N Tampa St Fl 15,33602,2
12057,Hillsborough,FL,KATARZYNA RAKOWSKI-GUDEL TRUST,Riverview,FL,12811 Satin Lily Dr,33579,2
12057,Hillsborough,FL,SKYWAY CAPITAL MANAGEMENT LLC,Saint Petersburg,FL,11 Beach Dr Se St,33701,2
12057,Hillsborough,FL,SAGGIO HOMES LLC,Bradenton,FL,6930 Riversedge Street Cir,34202,2
12057,Hillsborough,FL,RCB INVESTMENT GROUP LLC,Riverview,FL,11433 Village Brook Dr,33579,2
12057,Hillsborough,FL,GENEVA INVESTMENTS LLC,Tampa,FL,11346 Memorial Hwy,33635,2
12057,Hillsborough,FL,VALIANT GROUP LLC,Grand Rapids,MI,600 Broadway Ave Nw Apt 219,49504,2
12057,Hillsborough,FL,SELL QUICK TAMPA LLC,Tampa,FL,2541 N Dale Mabry Hwy,33607,2
12057,Hillsborough,FL,RENOVISION PROPERTIES LLC,Tampa,FL,4439 Dolphin Dr,33617,2
12057,Hillsborough,FL,MILESTONE PROPERTY INVESTMENTS LLC,Tampa,FL,5906 Johns Rd,33634,2
12057,Hillsborough,FL,JLO FL CONCEPTS LLC,Belleville,IL,6792 Concordia Rd,62223,2
12057,Hillsborough,FL,ELEVATE REAL ESTATE PARTNERS LLC,Miami,FL,,33131,2
12057,Hillsborough,FL,SABLE CREST LLC,Tampa,FL,1050 Water St Unit 2205,33602,2
12057,Hillsborough,FL,OM VENTURES II LLC,Tampa,FL,449 S 12th St Unit 601,33602,2
12059,Holmes,FL,TOBIAS PROPERTIES LLC,Panama City,FL,Po Box 328,32402,8
12059,Holmes,FL,WHITSON FAMILY TRUST,Santa Rosa Beach,FL,364 Amelia Ln,32459,5
12059,Holmes,FL,TAX RELIEF ANGELS LLC,Hollywood,FL,3641 N 52nd Ave,33021,5
12059,Holmes,FL,GOODWIN LAND COMPANY LLC,Saint Augustine,FL,2800 N 6th St # 5010,32084,3
12059,Holmes,FL,TRITECH WIRELESS LLC,Bonifay,FL,2682 Hubert Smith Dr,32425,2
12061,Indian River,FL,FLORIDA 735 LLC,Annapolis,MD,726 Second St Ste 2a,21403,319
12061,Indian River,FL,ADAMS HOMES OF NORTHWEST FLORIDA INC,Pensacola,FL,100 W Garden St Unit 2,32502,158
12061,Indian River,FL,WJH LLC,Alpharetta,GA,2325 Lakeview Pkwy Ste 600,30009,109
12061,Indian River,FL,HOLIDAY BUILDERS INC,Melbourne,FL,2293 W Eau Gallie Blvd,32935,85
12061,Indian River,FL,DR HORTON INC,Palm Bay,FL,1430 Culver Dr Ne,32907,83
12061,Indian River,FL,NVR INC,Tampa,FL,1409 Tech Blvd Ste 202,33619,75
12061,Indian River,FL,BE A MAN BUY LAND LLC,Stuart,FL,4260 Se Federal Hwy,34997,70
12061,Indian River,FL,HI-LAND PROPERTIES LLC,West Palm Beach,FL,5644 Corporate Way,33407,55
12061,Indian River,FL,MARONDA HOMES LLC OF FLORIDA,Melbourne,FL,1686 W Hibiscus Blvd,32901,53
12061,Indian River,FL,UNITY DEVELOPMENT INVESTMENTS LLC,Key Biscayne,FL,755 Crandon Blvd,33149,44
12061,Indian River,FL,C2C HOMES LLC,Miami Beach,FL,1111 Lincoln Rd Ste 500,33139,41
12061,Indian River,FL,UNITY DEVELOPMENT INVESTMENTS LLC,Key Biscayne,FL,755 Crandon Blvd Ste 8,33149,31
12061,Indian River,FL,CF KL ASSETS 2019-3 LLC,Chicago,IL,320 N Sangamon St Ste 1275,60607,30
12061,Indian River,FL,ADVANTA IRA SERVICES LLC,Clearwater,FL,4790 140th Ave N,33762,28
12061,Indian River,FL,HDZ HOMES LLC,Fellsmere,FL,14950 95th St,32948,17
12061,Indian River,FL,NVR INC,West Palm Beach,FL,1450 Centrepark Blvd Ste 340,33401,14
12061,Indian River,FL,FLORIDA SL LLC,Palm Beach Gardens,FL,3901 Rca Blvd Ste 3105,33410,9
12061,Indian River,FL,OH HOUSING LLC,Fellsmere,FL,101 N Oak St,32948,9
12061,Indian River,FL,FLORIDA SL LLC,Palm Beach Gardens,FL,3931 Rca Blvd Ste 3105,33410,8
12061,Indian River,FL,KESSEL PHILIP COOPER,Clearwater,FL,1884 Oakdale Ln N,33764,7
12061,Indian River,FL,ELEVATE HOMES LLC,Collierville,TN,635 Kenrose St,38017,7
12061,Indian River,FL,TITONE PROPERTIES LLC,Vero Beach,FL,497 Old Dixie Hwy,32962,7
12061,Indian River,FL,NIROCO LLC,Orlando,FL,4700 Millenia Blvd Ste 180,32839,7
12061,Indian River,FL,DIRECT HOME BUYERS LLC,West Palm Beach,FL,901 Northpoint Pkwy Ste 310,33407,5
12061,Indian River,FL,OPPORTUNITY GLOBAL USA II LLC,North Miami,FL,12550 Biscayne Blvd Ste 401,33181,4
12061,Indian River,FL,THOMAS H HALL REVOCABLE TRUST,Vero Beach,FL,7080 57th St,32967,4
12061,Indian River,FL,UPSTATE ENTERPRISES LLC,Miami,FL,8500 W Flagler St Ste 208,33144,4
12061,Indian River,FL,SAR VERO INVESTMENTS LLC,Vero Beach,FL,560 Catalina St,32960,3
12061,Indian River,FL,CRE-JDG VENETIAN GROVE OWNER LLC,Daytona Beach,FL,444 Seabreeze Blvd Ste 805,32118,3
12061,Indian River,FL,CITIZEN BUILDERS LLC,Fort Pierce,FL,1709 Mariners Cv Apt B,34950,3
12061,Indian River,FL,DK REALTY GROUP-SUB 2 LLC,Miami,FL,8500 W Flagler St Ste 208,33144,2
12061,Indian River,FL,AD REAL ESTATE & DESIGN LLC,Vero Beach,FL,540 Grove Isle Cir Apt 207,32962,2
12061,Indian River,FL,ATTILIO M HOLDINGS LLC,Boynton Beach,FL,106 Harbors Way,33435,2
12061,Indian River,FL,VERO PREMIER PROPERTIES LLC,Vero Beach,FL,326 Egret Ln,32963,2
12061,Indian River,FL,ADAMS HOMES OF NORTHWEST FLORIDA INC,Pensacola,FL,,32502,2
12061,Indian River,FL,MELMAC LLC,Vero Beach,FL,225 10th Ave,32962,2
12061,Indian River,FL,LAGO ISLAND HOMES LLC,Wabasso,FL,Po Box 700101,32970,2
12061,Indian River,FL,ELEVATED HOME BUILDERS LLC,Englewood,CO,5350 S Geneva St,80111,2
12061,Indian River,FL,RESCUE DOGS LLC,Vero Beach,FL,Po Box 1137,32961,2
12061,Indian River,FL,MREIT LLC,New York,NY,40 Wall St Ste 2773,10005,2
12061,Indian River,FL,WINDSOR PROPERTIES,Vero Beach,FL,3125 Windsor Blvd,32963,2
12061,Indian River,FL,OH HOUSING LLC,Vero Beach,FL,8615 104th Ct,32967,2
12061,Indian River,FL,JILLSON REAL ESTATE LLC,Vero Beach,FL,1285 Near Ocean Dr,32963,2
12061,Indian River,FL,SKYLINE RENOVATION SERVICES LLC,Port Saint Lucie,FL,3585 Sw Rosser Blvd,34953,2
12061,Indian River,FL,PRECISION PROPERTIES V LLC,Vero Beach,FL,1410 Old Dixie Hwy Sw,32962,2
12061,Indian River,FL,SANFORD REAL ESTATE LLC,Weston,FL,3759 E Coquina Way,33332,2
12061,Indian River,FL,MONAHAN REALTY LLC,Dunmore,PA,1144 E Drinker St,18512,2
12061,Indian River,FL,TROST REVOCABLE JOINT TRUST,Waterford,MI,2354 Silver Point Dr,48328,2
12061,Indian River,FL,MARCAST REALTY LLC,Vero Beach,FL,225 10th Ave,32962,2
12061,Indian River,FL,OLLIEBOX WOODSHOP LLC,Loxahatchee,FL,14732 67th St N,33470,2
12061,Indian River,FL,G & G BUILDERS OF INDIAN RIVER INC,Vero Beach,FL,2182 Ponce De Leon Cir,32960,2
12061,Indian River,FL,SIXTEEN LEGACY GROUP LLC,Belle Isle,FL,1514 Nevada Ave,32809,2
12061,Indian River,FL,CASA ESPINAL LLC,Miami,FL,382 Ne 191st St,33179,2
12061,Indian River,FL,INVESTMENT OPPORTUNITY OF FLORIDA NORTH LLC,Vero Beach,FL,755 8th Ct Ste 4,32962,2
12063,Jackson,FL,WJHFL LLC,Alpharetta,GA,2325 Lakeview Pkwy Ste 600,30009,62
12063,Jackson,FL,TOLLEFSON PROPERTY SOLUTIONS LLC,Brooksville,FL,16300 Gupton St,34613,56
12063,Jackson,FL,UNITY DEVELOPMENT INVESTMENTS LLC,Key Biscayne,FL,755 Crandon Blvd,33149,44
12063,Jackson,FL,HAMUTAN LLC,Charlotte,NC,1235 East Blvd Ste E,28203,26
12063,Jackson,FL,MR JONES AND ME LLC,Orlando,FL,5764 N Orange Blossom Trl,32810,19
12063,Jackson,FL,LIGHTHOUSE 13 LLC,Bradley,FL,Po Box 160,33835,16
12063,Jackson,FL,GATEWAY LAND INVESTMENTS LLC,Wesley Chapel,FL,,33544,15
12063,Jackson,FL,BLACK SPRUCE LAND LLC,Sioux Falls,SD,3916 N Potsdam Ave,57104,14
12063,Jackson,FL,LIVING SPRING LLC,Boiling Springs,SC,Po Box 160982,29316,13
12063,Jackson,FL,LANDJOY LLC,Grand Rapids,MI,1971 E Beltline Ave Ne Ste 106,49525,12
12063,Jackson,FL,RYAN RICE INDUSTRIES LLC,Saint Augustine,FL,417 Gerona Rd,32086,12
12063,Jackson,FL,REALTY CONNEXION DISCOUNT REAL ESTATE CORP,Pompano Beach,FL,821 N Riverside Dr Apt 301,33062,10
12063,Jackson,FL,GATEWAY LAND INVESTMENTS LLC,Wesley Chapel,FL,2653 Bruce B Downs Blvd Ste 108,33544,10
12063,Jackson,FL,PLUMMER INTERNATIONAL INVESTMENTS LLC,Blountstown,FL,16570 Sw Chipola Rd,32424,10
12063,Jackson,FL,MADD ASSETS LLC,Okeechobee,FL,1210 Sw 2nd Ave,34974,9
12063,Jackson,FL,TOBIAS PROPERTIES LLC,Panama City,FL,Po Box 328,32402,8
12063,Jackson,FL,XP HOLDINGS LLC,Cheyenne,WY,1718 Capitol Ave,82001,5
12063,Jackson,FL,GRT INVEST LLC,Orlando,FL,6000 Metrowest Blvd Ste 200,32835,5
12063,Jackson,FL,TAX RELIEF ANGELS LLC,Hollywood,FL,3641 N 52nd Ave,33021,5
12063,Jackson,FL,PRESTON INVESTMENT GROUP LLC,Hinckley,OH,Po Box 172,44233,5
12063,Jackson,FL,DOUGHERTY SCOTT,Doylestown,PA,436 N Main St,18901,4
12063,Jackson,FL,HOLLIDAY BROTHERS VENTURES LLC,Cincinnati,OH,345 E 7th St Apt 1516,45202,4
12063,Jackson,FL,HAN YICHUN,Tallahassee,FL,2765 W Hannon Hill Dr,32309,4
12063,Jackson,FL,LIBERTY LAND GROUP LLC,Coralville,IA,3284 Crosspark Rd Ste C,52241,3
12063,Jackson,FL,G24 PROPERTIES INC,Alford,FL,1755 Mill Rd,32420,3
12063,Jackson,FL,GOODWIN LAND COMPANY LLC,Saint Augustine,FL,2800 N 6th St # 5010,32084,3
12063,Jackson,FL,EKKLESIA A LAND TRUST,Panama City,FL,General Post Ofc,32401,3
12063,Jackson,FL,GAZZA FAMILY FUN LLC,Stuart,FL,4260 Se Federal Hwy,34997,2
12063,Jackson,FL,HATCHER HOMES LLC,Altha,FL,26357 Nw Musgrove Rd,32421,2
12063,Jackson,FL,HONEY HILL PROPERTIES LLC,Grand Ridge,FL,6801 Birchwood Rd,32442,2
12063,Jackson,FL,LOT OF LAND INC,Davie,FL,5965 Stirling Rd,33314,2
12063,Jackson,FL,LAND ARK LLC,Zephyrhills,FL,7209 Green Slope Dr,33541,2
12063,Jackson,FL,L & J MOBILE HOME SERVICES LLC,Chattahoochee,FL,203 Starwood Ln,32324,2
12063,Jackson,FL,FRESH LEGAL PERSPECTIVE PL,Tampa,FL,6930 W Linebaugh Ave,33625,2
12065,Jefferson,FL,SOUTHERN CONSTRUCTION CO LLC,Crawfordville,FL,260 Jack Crum Rd,32327,7
12065,Jefferson,FL,SANCTUARY HOMES LLC,Tallahassee,FL,5285 Tower Rd Unit C3,32303,2
12067,Lafayette,FL,FOX VENTURES 247 LLC,Lighthouse Point,FL,2743 Ne 28th Ct Apt 5,33064,4
12067,Lafayette,FL,FREEDOM LAND NETWORK LLC,Clearwater,FL,611 S Fort Harrison Ave,33756,3
12067,Lafayette,FL,WHITE OAK DAIRY INC,Mayo,FL,1700 Ne Shady Oaks Rd,32066,2
12069,Lake,FL,OPENDOOR PROPERTY TRUST,Tempe,AZ,1295 W Washington St Ste 115,85288,1326
12069,Lake,FL,OPENDOOR PROPERTY TRUST,Tempe,AZ,410 N Scottsdale Rd Ste 1000,85288,1013
12069,Lake,FL,LENNAR HOMES LLC,Orlando,FL,6675 Westwood Blvd Fl 5,32821,886
12069,Lake,FL,LENNAR HOMES LLC,Orlando,FL,6675 Westwood Blvd Ste 500,32821,412
12069,Lake,FL,DREAM FINDERS HOMES LLC,Jacksonville,FL,14701 Philips Hwy Ste 300,32256,355
12069,Lake,FL,FLORIDA 735 LLC,Annapolis,MD,726 Second St Ste 2a,21403,319
12069,Lake,FL,NVR INC,Orlando,FL,7547 Golf Channel Dr,32819,246
12069,Lake,FL,DR HORTON INC,Davenport,FL,7835 Osceola Polk Line Rd,33896,243
12069,Lake,FL,MERITAGE HOMES OF FLORIDA INC,Scottsdale,AZ,18655 N Claret Dr Ste 400,85255,194
12069,Lake,FL,STANLEY MARTIN HOMES LLC,Reston,VA,11710 Plaza America Dr Ste 1100,20190,164
12069,Lake,FL,OP SPE SUMMIT LLC,Tempe,AZ,433 S Farmer Ave Ste 500,85281,126
12069,Lake,FL,DR HORTON INC,Davenport,FL,7835 Osceola Polk Line Rd Ste A,33896,125
12069,Lake,FL,DOORS HOLDINGS 2025-2 LLC,Tustin,CA,15771 Red Hill Ave Ste 100,92780,112
12069,Lake,FL,PINELLAS EQUITIES LLC,Irving,TX,5000 Riverside Dr Ste 100w,75039,100
12069,Lake,FL,TRINITY FAMILY BUILDERS LLC,Orlando,FL,605 Commonwealth Ave,32803,84
12069,Lake,FL,BE A MAN BUY LAND LLC,Stuart,FL,4260 Se Federal Hwy,34997,70
12069,Lake,FL,GOLEX PROPERTIES LLC,Boca Raton,FL,150 E Palmetto Park Rd Ste 201,33432,68
12069,Lake,FL,IH6 PROPERTY FLORIDA LP,Dallas,TX,Po Box 803467,75380,66
12069,Lake,FL,TOLL SOUTHEAST LP COMPANY INC,Orlando,FL,2966 Commerce Park Dr Ste 100,32819,60
12069,Lake,FL,D R HORTON INC,Davenport,FL,7835 Osceola Polk Line Rd,33896,58
12069,Lake,FL,HIGHPOINT HOLDINGS GROUP LLC,Orlando,FL,120 E Marks St Ste 250,32803,56
12069,Lake,FL,MARONDA HOMES LLC OF FLORIDA,Sanford,FL,3999 W State Road 46,32771,56
12069,Lake,FL,AMH LANDCO LEELA RESERVE LLC,Calabasas,CA,23975 Park Sorrento Ste 300,91302,47
12069,Lake,FL,OPENDOOR PROPERTY TRUST,Tempe,AZ,410 N Scottsdale Rd Ste 1600,85288,46
12069,Lake,FL,KH CW HAMMOCK OAKS LLC,Delray Beach,FL,105 Ne 1st St,33444,41
12069,Lake,FL,C2C HOMES LLC,Miami Beach,FL,1111 Lincoln Rd Ste 500,33139,41
12069,Lake,FL,LANDSEA HOMES OF FLORIDA LLC,Irvine,CA,18300 Von Karman Ave Ste 1000,92612,40
12069,Lake,FL,OP SPE PHX1 LLC,Tempe,AZ,433 S Farmer Ave Ste 500,85281,35
12069,Lake,FL,TAYLOR MORRISON OF FLORIDA INC,Maitland,FL,2600 Lake Lucien Dr Ste 350,32751,31
12069,Lake,FL,HOMEINC LLC,Fort Lauderdale,FL,1830 W Broward Blvd,33312,31
12069,Lake,FL,OFFERPAD SPV BORROWER G LLC,Tempe,AZ,433 S Farmer Ave Ste 500,85281,29
12069,Lake,FL,LOANDEPOTCOM LLC,Plano,TX,5465 Legacy Dr Ste 400,75024,28
12069,Lake,FL,HARTIZEN HOMES LLC,Miamisburg,OH,3601 Rigby Rd Ste 300,45342,28
12069,Lake,FL,PARK SQUARE ENTERPRISES LLC,Orlando,FL,5200 Vineland Rd Ste 200,32811,26
12069,Lake,FL,HANOVER FAMILY BUILDERS LLC,Irvine,CA,18300 Von Karman Ave Ste 1000,92612,26
12069,Lake,FL,BMH HOLDINGS GROUP LLC,Winter Park,FL,1673 Mayfield Ave,32789,24
12069,Lake,FL,AOK LAND LLC,Berea,OH,600 N Rocky River Dr,44017,23
12069,Lake,FL,BG VENTURES INVESTMENT REAL ESTATE III LLC,Saint Petersburg,FL,7901 4th St N Ste 300,33702,22
12069,Lake,FL,ALPINE TRUST,Deerfield Beach,FL,550 Fairway Dr Ste 103b,33441,21
12069,Lake,FL,HOME DISCOUNTERS LLC,Delray Beach,FL,1002 Del Harbour Dr,33483,21
12069,Lake,FL,ASHTON ORLANDO RESIDENTIAL LLC,Lake Mary,FL,1064 Greenwood Blvd Ste 124,32746,21
12069,Lake,FL,HOME AND LAND BUYERS LLC,Orlando,FL,8701 Maitland Summit Blvd Ste 1,32810,19
12069,Lake,FL,BIG TEN LAND LLC,Sarasota,FL,2331 Okobee Dr,34239,17
12069,Lake,FL,FOWEY INVESTMENTS LLC,Miami,FL,3300 Bird Ave Apt 107,33133,17
12069,Lake,FL,SUNBEAM DEVELOPMENT GROUP LLC,Winter Garden,FL,15602 Compass Rose St,34787,16
12069,Lake,FL,NOW HOMES COMPANY LLC,Windermere,FL,11325 Via Andiamo,34786,13
12069,Lake,FL,OCEAN HOLDING GROUP LLC,Winter Garden,FL,350 E Crown Point Rd Ste 1080,34787,12
12069,Lake,FL,CEDAR BROOK PROPERTIES FUNDING 3 LLC,Coral Gables,FL,4425 Ponce De Leon Blvd Fl 4,33146,12
12069,Lake,FL,PULTE HOME COMPANY LLC,Orlando,FL,4901 Vineland Rd Ste 500,32811,11
12069,Lake,FL,BEARD VENTURE GROUP LLC,Umatilla,FL,Po Box 1156,32784,10
12069,Lake,FL,HFB RIDGEVIEW LLC,Irvine,CA,18300 Von Karman Ave Ste 1000,92612,10
12069,Lake,FL,OPENDOOR PROPERTY TRUST,Tempe,AZ,410 N Scottsdale Rd,85288,9
12069,Lake,FL,CASH TO WIN LLC,Mesa,AZ,10731 E Tesla Ave,85212,8
12069,Lake,FL,CPI/AMHERST SFR PROGRAM II RS LLC,Austin,TX,401 Congress Ave Fl 33,78701,8
12069,Lake,FL,EMPIRE DAWN LLC,Fort Myers,FL,813 Lake Mcgregor Dr,33919,7
12069,Lake,FL,BERWICK STREET 44240 LLC,Deland,FL,31446 County Road 42,32720,7
12069,Lake,FL,ADAMES CAPITAL LLC,Lake Mary,FL,1823 Piedmont Pl,32746,7
12069,Lake,FL,MARONDA HOMES LLC,Sanford,FL,3999 W State Road 46,32771,7
12069,Lake,FL,MGR INVESTMENT GROUP LLC,Cape Coral,FL,1446 Embers Pkwy W,33993,6
12069,Lake,FL,RISEWELL HOMES FLORIDA LLC,Irvine,CA,18300 Von Karman Ave Ste 1000,92612,6
12069,Lake,FL,7905 JACKS CLUB LLC,Windermere,FL,11306 Bridge House Rd,34786,6
12069,Lake,FL,MCLP ASSET COMPANY INC,Dallas,TX,2001 Ross Ave Ste 2800,75201,6
12069,Lake,FL,2742 BUCKNELL LLC,Hialeah,FL,8100 Oak Ln Ste 201,33016,5
12069,Lake,FL,BM INTERNATIONAL CORP,Orlando,FL,1650 Sand Lake Rd Ste 233,32809,5
12069,Lake,FL,HERD INVESTMENTS LLC,Sorrento,FL,33001 Sahara Ct,32776,5
12069,Lake,FL,CASH2BUILD LLC,Cocoa,FL,200 Willard St,32922,5
12069,Lake,FL,BTT GROUP LLC,Orlando,FL,6334 Ridgeberry Dr,32819,5
12069,Lake,FL,JAMES SPARKMAN THE AGENT LLC,Oakland,FL,1490 Stone Arrow Ct,34787,5
12069,Lake,FL,FRENCH OAKS LLC,Belle Isle,FL,1557 Conway Isle Cir,32809,5
12069,Lake,FL,ALPHA PROPERTIES FL LLC,Orlando,FL,11951 International Dr Unit 2c1,32821,5
12069,Lake,FL,PEACH PIE LLC,Tavares,FL,15012 Colley Dr,32778,5
12069,Lake,FL,CPI/AMHERST SFR PROGRAM RS LLC,Austin,TX,401 Congress Ave Fl 33,78701,5
12069,Lake,FL,WALNUT AVE LLC,Clermont,FL,492 Chestnut St,34711,4
12069,Lake,FL,ATMC AI LLC,Oviedo,FL,8792 Atwater Loop,32765,4
12069,Lake,FL,RKD INVESTMENTS LLC,Groveland,FL,18235 Rose St,34736,4
12069,Lake,FL,EUSTIS 4T LLC,Sarasota,FL,2425 Fruitville Rd,34237,4
12069,Lake,FL,LAKE SIENA CAPITAL LLC,Bella Collina,FL,16720 Bolsena Dr,34756,4
12069,Lake,FL,LUVIANO CONTRACTING GROUP INC,Okeechobee,FL,1963 Us Highway 98 N,34972,4
12069,Lake,FL,ZENODRO AT TRANQUILITY LLC,Clermont,FL,17532 Hidden Forest Dr,34714,4
12069,Lake,FL,PEACOCK PROPERTY SOLUTIONS LLC,Orlando,FL,111 N Orange Ave Ste 800,32801,4
